2022-10-28 19:38:03,976 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 10:37:47,528 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 22:07:05,826 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 22:07:15,662 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 22:08:01,060 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 22:10:30,319 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 22:14:47,803 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 22:18:24,505 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 22:18:42,408 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 22:19:13,047 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 22:21:32,734 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 22:25:19,659 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 22:26:17,998 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 22:32:14,960 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 22:34:05,495 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 22:35:54,550 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 22:37:46,950 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 22:40:37,450 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 22:40:52,003 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 22:51:15,104 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 22:51:25,933 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 22:54:00,230 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 22:55:51,107 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 22:56:47,175 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 22:57:41,350 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 23:00:38,733 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 23:03:07,786 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=8, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 23:10:58,569 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=32, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 23:12:01,333 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=32, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 23:12:20,602 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=32, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 23:13:32,081 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=32, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 23:14:48,894 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=16, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 23:16:10,535 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=16, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 23:23:36,655 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=16, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 23:26:47,288 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=16, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 23:28:18,075 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=16, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 23:28:57,006 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=16, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 23:30:04,106 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=16, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 23:31:26,324 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=16, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 23:31:42,359 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=16, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 23:50:40,936 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=16, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 23:51:17,388 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=16, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 23:52:57,038 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=16, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 23:53:49,515 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=16, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 23:58:20,765 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=16, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-29 23:59:02,070 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=16, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-30 00:02:40,345 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=16, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-30 00:06:45,451 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=16, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-30 00:06:53,872 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=16, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-30 00:07:23,050 - INFO: Namespace(bases=100, dataset='FB15k-237', dropout=0.3, embed_size=100, evaluate_every=1000, few=3, fine_tune=True, gpu=0, lr=0.001, margin=1.0, max_few=10, model='TransGEN', model_tail='log', n_epochs=25000, negative_sample=16, num_train_entity=500, pre_train=True, pre_train_emb_size='100', pre_train_model='DistMult', score_function='DistMult', seed=42, weight_decay=0.0)
2022-10-30 00:07:42,850 - INFO: Epoch: 0 - Validation
2022-10-30 00:07:45,694 - INFO: Total MRR (filtered): 0.088982
2022-10-30 00:07:46,310 - INFO: Total Hits (filtered) @ 1: 0.062847
2022-10-30 00:07:46,840 - INFO: Total Hits (filtered) @ 3: 0.095194
2022-10-30 00:07:47,405 - INFO: Total Hits (filtered) @ 10: 0.138632
